Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,year,quantity
NGA,159,Nigeria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,9.08,8.68,1984,8525
NGA,159,Nigeria,2532,Cassava and products,5142,Food,1000 tonnes,9.08,8.68,1984,6387
NGA,159,Nigeria,2535,Yams,5142,Food,1000 tonnes,9.08,8.68,1984,1610
PAK,165,Pakistan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1984,8877
PAK,165,Pakistan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1984,8877
PAK,165,Pakistan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,30.38,69.35,1984,13416
PAK,165,Pakistan,2511,Wheat and products,5142,Food,1000 tonnes,30.38,69.35,1984,10597
PHL,171,Philippines,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,12.88,121.77,1984,6996
TUR,223,Turkey,2918,Vegetables,5142,Food,1000 tonnes,38.96,35.24,1984,9027
USA,231,United States of America,2514,Maize and products,5521,Feed,1000 tonnes,37.09,-95.71,1984,104509
USA,231,United States of America,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,37.09,-95.71,1984,142685
USA,231,United States of America,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1984,59085
USA,231,United States of America,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1984,59085
USA,231,United States of America,2918,Vegetables,5142,Food,1000 tonnes,37.09,-95.71,1984,26816
USA,231,United States of America,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,37.09,-95.71,1984,21395
USA,231,United States of America,2943,Meat,5142,Food,1000 tonnes,37.09,-95.71,1984,26042
USA,231,United States of America,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,37.09,-95.71,1984,27779
USA,231,United States of America,2924,Alcoholic Beverages,5142,Food,1000 tonnes,37.09,-95.71,1984,26988
USA,231,United States of America,2511,Wheat and products,5142,Food,1000 tonnes,37.09,-95.71,1984,17260
USA,231,United States of America,2734,Poultry Meat,5142,Food,1000 tonnes,37.09,-95.71,1984,7082
USA,231,United States of America,2656,Beer,5142,Food,1000 tonnes,37.09,-95.71,1984,23451
USA,231,United States of America,2543,"Sweeteners, Other",5142,Food,1000 tonnes,37.09,-95.71,1984,6095
USA,231,United States of America,2605,"Vegetables, Other",5142,Food,1000 tonnes,37.09,-95.71,1984,16511
USA,231,United States of America,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,37.09,-95.71,1984,13887
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1985,16785
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1985,13365
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1985,16721
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1985,16433
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1985,10961
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1985,10961
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1985,14994
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1985,5145
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1985,15651
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1985,3443
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1985,2704
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1985,83353
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1985,73729
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1985,188438
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1985,58325
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1985,9962
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1985,43600
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1985,79835
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1985,19114
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1985,90853
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1985,50249
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1985,8357
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1985,10803
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1985,16313
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1985,6951
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1985,3082
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1985,4501
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1985,41000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1985,3953
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1985,3953
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1985,5579
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1985,1338
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1985,1338
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1985,4825
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1985,4825
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1985,2929
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1985,2782
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1985,1582
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1985,1549
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1985,4044
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1985,1389
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1985,1516
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1985,1095
CHN,41,"China, mainland",2775,Aquatic Plants,5142,Food,1000 tonnes,35.86,104.2,1985,1460
EGY,59,Egypt,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,26.82,30.8,1985,11391
EGY,59,Egypt,2918,Vegetables,5142,Food,1000 tonnes,26.82,30.8,1985,8004
ESP,203,Spain,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.46,-3.75,1985,16202
IDN,101,Indonesia,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-0.79,113.92,1985,27507
IDN,101,Indonesia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-0.79,113.92,1985,22837
IDN,101,Indonesia,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-0.79,113.92,1985,4333
IND,100,India,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,20.59,78.96,1985,115612
IND,100,India,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1985,38891
IND,100,India,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1985,38891
IND,100,India,2918,Vegetables,5142,Food,1000 tonnes,20.59,78.96,1985,39633
IND,100,India,2511,Wheat and products,5142,Food,1000 tonnes,20.59,78.96,1985,37984
IND,100,India,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,20.59,78.96,1985,55375
IND,100,India,2605,"Vegetables, Other",5142,Food,1000 tonnes,20.59,78.96,1985,35088
IND,100,India,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,20.59,78.96,1985,21659
IND,100,India,2907,Starchy Roots,5142,Food,1000 tonnes,20.59,78.96,1985,16004
IND,100,India,2531,Potatoes and products,5142,Food,1000 tonnes,20.59,78.96,1985,9081
IND,100,India,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,20.59,78.96,1985,8896
IND,100,India,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,20.59,78.96,1985,18310
IND,100,India,2615,Bananas,5142,Food,1000 tonnes,20.59,78.96,1985,4312
IND,100,India,2625,"Fruits, Other",5142,Food,1000 tonnes,20.59,78.96,1985,13730
IND,100,India,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1985,4362
IND,100,India,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1985,4362
IND,100,India,2601,Tomatoes and products,5142,Food,1000 tonnes,20.59,78.96,1985,2070
IRN,102,Iran (Islamic Republic of),2918,Vegetables,5142,Food,1000 tonnes,32.43,53.69,1985,7121
IRN,102,Iran (Islamic Republic of),2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,32.43,53.69,1985,8701
IRN,102,Iran (Islamic Republic of),2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,32.43,53.69,1985,4690
MEX,138,Mexico,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,23.63,-102.55,1985,11250
MEX,138,Mexico,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.63,-102.55,1985,13883
NGA,159,Nigeria,2907,Starchy Roots,5142,Food,1000 tonnes,9.08,8.68,1985,8335
NGA,159,Nigeria,2907,Starchy Roots,5521,Feed,1000 tonnes,9.08,8.68,1985,5012
NGA,159,Nigeria,2532,Cassava and products,5521,Feed,1000 tonnes,9.08,8.68,1985,4062
NGA,159,Nigeria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,9.08,8.68,1985,9774
NGA,159,Nigeria,2532,Cassava and products,5142,Food,1000 tonnes,9.08,8.68,1985,6544
NGA,159,Nigeria,2535,Yams,5142,Food,1000 tonnes,9.08,8.68,1985,1658
PAK,165,Pakistan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1985,9417
PAK,165,Pakistan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1985,9417
PAK,165,Pakistan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,30.38,69.35,1985,13607
PAK,165,Pakistan,2511,Wheat and products,5142,Food,1000 tonnes,30.38,69.35,1985,10871
PHL,171,Philippines,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,12.88,121.77,1985,7111
TUR,223,Turkey,2918,Vegetables,5142,Food,1000 tonnes,38.96,35.24,1985,10256
USA,231,United States of America,2514,Maize and products,5521,Feed,1000 tonnes,37.09,-95.71,1985,104501
USA,231,United States of America,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,37.09,-95.71,1985,143216
USA,231,United States of America,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1985,61872
USA,231,United States of America,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1985,61872
USA,231,United States of America,2918,Vegetables,5142,Food,1000 tonnes,37.09,-95.71,1985,26981
USA,231,United States of America,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,37.09,-95.71,1985,22472
USA,231,United States of America,2943,Meat,5142,Food,1000 tonnes,37.09,-95.71,1985,26687
USA,231,United States of America,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,37.09,-95.71,1985,26395
USA,231,United States of America,2924,Alcoholic Beverages,5142,Food,1000 tonnes,37.09,-95.71,1985,27238
USA,231,United States of America,2511,Wheat and products,5142,Food,1000 tonnes,37.09,-95.71,1985,18038
USA,231,United States of America,2734,Poultry Meat,5142,Food,1000 tonnes,37.09,-95.71,1985,7405
USA,231,United States of America,2656,Beer,5142,Food,1000 tonnes,37.09,-95.71,1985,23612
USA,231,United States of America,2543,"Sweeteners, Other",5142,Food,1000 tonnes,37.09,-95.71,1985,7054
USA,231,United States of America,2605,"Vegetables, Other",5142,Food,1000 tonnes,37.09,-95.71,1985,16907
USA,231,United States of America,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,37.09,-95.71,1985,14151
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1986,17035
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1986,14898
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1986,17852
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1986,17470
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1986,13521
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1986,13521
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1986,10604
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1986,6108
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1986,15460
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1986,4182
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1986,3401
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1986,98119
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1986,88358
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1986,189999
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1986,60822
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1986,11657
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1986,47000
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1986,82386
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1986,20211
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1986,90731
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1986,48863
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1986,10240
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1986,9430
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1986,16950
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1986,8333
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1986,4107
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1986,4907
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1986,40000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1986,4477
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1986,4477
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1986,5623
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1986,1397
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1986,1397
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1986,4997
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1986,4997
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1986,2743
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1986,3383
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1986,1851
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1986,2197
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1986,4138
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1986,1239
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1986,1348
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1986,1487
CHN,41,"China, mainland",2775,Aquatic Plants,5142,Food,1000 tonnes,35.86,104.2,1986,1337
EGY,59,Egypt,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,26.82,30.8,1986,11586
EGY,59,Egypt,2918,Vegetables,5142,Food,1000 tonnes,26.82,30.8,1986,9044
ESP,203,Spain,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.46,-3.75,1986,14372
IDN,101,Indonesia,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-0.79,113.92,1986,28553
IDN,101,Indonesia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-0.79,113.92,1986,22312
IDN,101,Indonesia,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-0.79,113.92,1986,5022
IND,100,India,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,20.59,78.96,1986,120294
IND,100,India,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1986,40588
IND,100,India,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1986,40588
IND,100,India,2918,Vegetables,5142,Food,1000 tonnes,20.59,78.96,1986,40922
IND,100,India,2511,Wheat and products,5142,Food,1000 tonnes,20.59,78.96,1986,42282
IND,100,India,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,20.59,78.96,1986,54542
IND,100,India,2605,"Vegetables, Other",5142,Food,1000 tonnes,20.59,78.96,1986,36701
IND,100,India,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,20.59,78.96,1986,23757
IND,100,India,2907,Starchy Roots,5142,Food,1000 tonnes,20.59,78.96,1986,13296
IND,100,India,2531,Potatoes and products,5142,Food,1000 tonnes,20.59,78.96,1986,7319
IND,100,India,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,20.59,78.96,1986,8940
IND,100,India,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,20.59,78.96,1986,16601
IND,100,India,2615,Bananas,5142,Food,1000 tonnes,20.59,78.96,1986,4571
IND,100,India,2625,"Fruits, Other",5142,Food,1000 tonnes,20.59,78.96,1986,15325
IND,100,India,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1986,4474
IND,100,India,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1986,4474
IND,100,India,2601,Tomatoes and products,5142,Food,1000 tonnes,20.59,78.96,1986,2052
IRN,102,Iran (Islamic Republic of),2918,Vegetables,5142,Food,1000 tonnes,32.43,53.69,1986,7918
IRN,102,Iran (Islamic Republic of),2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,32.43,53.69,1986,9132
IRN,102,Iran (Islamic Republic of),2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,32.43,53.69,1986,4952
MEX,138,Mexico,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,23.63,-102.55,1986,12103
MEX,138,Mexico,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.63,-102.55,1986,13790
NGA,159,Nigeria,2907,Starchy Roots,5142,Food,1000 tonnes,9.08,8.68,1986,8694
NGA,159,Nigeria,2907,Starchy Roots,5521,Feed,1000 tonnes,9.08,8.68,1986,5206
NGA,159,Nigeria,2532,Cassava and products,5521,Feed,1000 tonnes,9.08,8.68,1986,4162
NGA,159,Nigeria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,9.08,8.68,1986,10993
NGA,159,Nigeria,2532,Cassava and products,5142,Food,1000 tonnes,9.08,8.68,1986,6705
NGA,159,Nigeria,2535,Yams,5142,Food,1000 tonnes,9.08,8.68,1986,1823
PAK,165,Pakistan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1986,10234
PAK,165,Pakistan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1986,10234
PAK,165,Pakistan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,30.38,69.35,1986,13570
PAK,165,Pakistan,2511,Wheat and products,5142,Food,1000 tonnes,30.38,69.35,1986,11127
PHL,171,Philippines,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,12.88,121.77,1986,7558
TUR,223,Turkey,2918,Vegetables,5142,Food,1000 tonnes,38.96,35.24,1986,9985
USA,231,United States of America,2514,Maize and products,5521,Feed,1000 tonnes,37.09,-95.71,1986,118350
USA,231,United States of America,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,37.09,-95.71,1986,155490
USA,231,United States of America,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1986,62840
USA,231,United States of America,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1986,62840
USA,231,United States of America,2918,Vegetables,5142,Food,1000 tonnes,37.09,-95.71,1986,26504
USA,231,United States of America,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,37.09,-95.71,1986,23464
USA,231,United States of America,2943,Meat,5142,Food,1000 tonnes,37.09,-95.71,1986,27020
USA,231,United States of America,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,37.09,-95.71,1986,29605
USA,231,United States of America,2924,Alcoholic Beverages,5142,Food,1000 tonnes,37.09,-95.71,1986,27244
USA,231,United States of America,2511,Wheat and products,5142,Food,1000 tonnes,37.09,-95.71,1986,18513
USA,231,United States of America,2734,Poultry Meat,5142,Food,1000 tonnes,37.09,-95.71,1986,7833
USA,231,United States of America,2656,Beer,5142,Food,1000 tonnes,37.09,-95.71,1986,23736
USA,231,United States of America,2543,"Sweeteners, Other",5142,Food,1000 tonnes,37.09,-95.71,1986,7226
USA,231,United States of America,2605,"Vegetables, Other",5142,Food,1000 tonnes,37.09,-95.71,1986,16206
USA,231,United States of America,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,37.09,-95.71,1986,14421
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1987,18131
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1987,15446
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1987,20135
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1987,19686
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1987,12573
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1987,12573
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1987,12774
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1987,6298
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1987,15752
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1987,4097
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1987,3385
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1987,102903
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1987,92925
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1987,190010
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1987,60779
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1987,14468
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1987,46500
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1987,83890
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1987,22052
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1987,90745
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1987,55952
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1987,12372
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1987,10212
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1987,18132
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1987,9719
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1987,5377
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1987,5403
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1987,48000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1987,4909
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1987,4909
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1987,5753
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1987,1512
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1987,1512
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1987,5304
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1987,5304
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1987,3514
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1987,3949
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1987,2182
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1987,2782
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1987,4225
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1987,843
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1987,1225
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1987,1913
