Area Abbreviation,Area Code,Area,Item Code,Item,Element Code,Element,Unit,latitude,longitude,year,quantity
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1961,9255
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1961,8761
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1961,5975
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1961,5961
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1961,4690
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1961,4690
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1961,5290
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1961,2061
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1961,7147
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1961,858
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1961,630
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1961,52968
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1961,44728
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1961,59256
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1961,17963
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1961,2551
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1961,13700
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1961,13615
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1961,2196
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1961,26687
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1961,8179
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1961,683
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1961,8425
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1961,1348
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1961,2836
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1961,115
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1961,2179
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1961,6000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1961,1555
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1961,1555
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1961,4464
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1961,837
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1961,837
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1961,1346
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1961,1346
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1961,72
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1961,700
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1961,619
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1961,116
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1961,3775
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1961,184
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1961,250
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1961,256
CHN,41,"China, mainland",2775,Aquatic Plants,5142,Food,1000 tonnes,35.86,104.2,1961,250
EGY,59,Egypt,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,26.82,30.8,1961,4647
EGY,59,Egypt,2918,Vegetables,5142,Food,1000 tonnes,26.82,30.8,1961,3139
ESP,203,Spain,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.46,-3.75,1961,3499
IDN,101,Indonesia,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-0.79,113.92,1961,9885
IDN,101,Indonesia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-0.79,113.92,1961,7669
IDN,101,Indonesia,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-0.79,113.92,1961,2058
IND,100,India,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,20.59,78.96,1961,63431
IND,100,India,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1961,17487
IND,100,India,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1961,17487
IND,100,India,2918,Vegetables,5142,Food,1000 tonnes,20.59,78.96,1961,16925
IND,100,India,2511,Wheat and products,5142,Food,1000 tonnes,20.59,78.96,1961,12779
IND,100,India,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,20.59,78.96,1961,30617
IND,100,India,2605,"Vegetables, Other",5142,Food,1000 tonnes,20.59,78.96,1961,15475
IND,100,India,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,20.59,78.96,1961,11758
IND,100,India,2907,Starchy Roots,5142,Food,1000 tonnes,20.59,78.96,1961,4713
IND,100,India,2531,Potatoes and products,5142,Food,1000 tonnes,20.59,78.96,1961,1801
IND,100,India,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,20.59,78.96,1961,2231
IND,100,India,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,20.59,78.96,1961,8794
IND,100,India,2615,Bananas,5142,Food,1000 tonnes,20.59,78.96,1961,1794
IND,100,India,2625,"Fruits, Other",5142,Food,1000 tonnes,20.59,78.96,1961,8511
IND,100,India,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1961,2725
IND,100,India,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1961,2725
IND,100,India,2601,Tomatoes and products,5142,Food,1000 tonnes,20.59,78.96,1961,418
IRN,102,Iran (Islamic Republic of),2918,Vegetables,5142,Food,1000 tonnes,32.43,53.69,1961,1289
IRN,102,Iran (Islamic Republic of),2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,32.43,53.69,1961,2729
IRN,102,Iran (Islamic Republic of),2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,32.43,53.69,1961,916
MEX,138,Mexico,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,23.63,-102.55,1961,1069
MEX,138,Mexico,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.63,-102.55,1961,6056
NGA,159,Nigeria,2907,Starchy Roots,5142,Food,1000 tonnes,9.08,8.68,1961,5570
NGA,159,Nigeria,2907,Starchy Roots,5521,Feed,1000 tonnes,9.08,8.68,1961,3182
NGA,159,Nigeria,2532,Cassava and products,5521,Feed,1000 tonnes,9.08,8.68,1961,2481
NGA,159,Nigeria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,9.08,8.68,1961,5478
NGA,159,Nigeria,2532,Cassava and products,5142,Food,1000 tonnes,9.08,8.68,1961,3997
NGA,159,Nigeria,2535,Yams,5142,Food,1000 tonnes,9.08,8.68,1961,1225
PAK,165,Pakistan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1961,5129
PAK,165,Pakistan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1961,5129
PAK,165,Pakistan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,30.38,69.35,1961,5995
PAK,165,Pakistan,2511,Wheat and products,5142,Food,1000 tonnes,30.38,69.35,1961,4201
PHL,171,Philippines,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,12.88,121.77,1961,3125
TUR,223,Turkey,2918,Vegetables,5142,Food,1000 tonnes,38.96,35.24,1961,4204
USA,231,United States of America,2514,Maize and products,5521,Feed,1000 tonnes,37.09,-95.71,1961,81588
USA,231,United States of America,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,37.09,-95.71,1961,112227
USA,231,United States of America,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1961,50289
USA,231,United States of America,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1961,50289
USA,231,United States of America,2918,Vegetables,5142,Food,1000 tonnes,37.09,-95.71,1961,17713
USA,231,United States of America,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,37.09,-95.71,1961,16415
USA,231,United States of America,2943,Meat,5142,Food,1000 tonnes,37.09,-95.71,1961,16780
USA,231,United States of America,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,37.09,-95.71,1961,14529
USA,231,United States of America,2924,Alcoholic Beverages,5142,Food,1000 tonnes,37.09,-95.71,1961,12623
USA,231,United States of America,2511,Wheat and products,5142,Food,1000 tonnes,37.09,-95.71,1961,13439
USA,231,United States of America,2734,Poultry Meat,5142,Food,1000 tonnes,37.09,-95.71,1961,3111
USA,231,United States of America,2656,Beer,5142,Food,1000 tonnes,37.09,-95.71,1961,11200
USA,231,United States of America,2543,"Sweeteners, Other",5142,Food,1000 tonnes,37.09,-95.71,1961,1070
USA,231,United States of America,2605,"Vegetables, Other",5142,Food,1000 tonnes,37.09,-95.71,1961,12011
USA,231,United States of America,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,37.09,-95.71,1961,9853
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1962,9379
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1962,8960
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1962,6353
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1962,6336
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1962,4872
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1962,4872
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1962,5735
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1962,2124
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1962,7586
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1962,973
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1962,736
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1962,49318
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1962,41160
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1962,66145
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1962,17223
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1962,2450
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1962,11795
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1962,15492
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1962,2667
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1962,31141
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1962,13172
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1962,905
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1962,7700
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1962,1767
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1962,2942
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1962,95
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1962,1969
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1962,10000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1962,1582
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1962,1582
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1962,4464
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1962,816
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1962,816
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1962,1355
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1962,1355
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1962,108
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1962,700
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1962,646
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1962,152
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1962,3694
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1962,200
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1962,250
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1962,268
CHN,41,"China, mainland",2775,Aquatic Plants,5142,Food,1000 tonnes,35.86,104.2,1962,250
EGY,59,Egypt,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,26.82,30.8,1962,4843
EGY,59,Egypt,2918,Vegetables,5142,Food,1000 tonnes,26.82,30.8,1962,3500
ESP,203,Spain,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.46,-3.75,1962,3705
IDN,101,Indonesia,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-0.79,113.92,1962,9741
IDN,101,Indonesia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-0.79,113.92,1962,7550
IDN,101,Indonesia,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-0.79,113.92,1962,2062
IND,100,India,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,20.59,78.96,1962,68508
IND,100,India,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1962,17369
IND,100,India,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1962,17369
IND,100,India,2918,Vegetables,5142,Food,1000 tonnes,20.59,78.96,1962,17664
IND,100,India,2511,Wheat and products,5142,Food,1000 tonnes,20.59,78.96,1962,13918
IND,100,India,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,20.59,78.96,1962,32438
IND,100,India,2605,"Vegetables, Other",5142,Food,1000 tonnes,20.59,78.96,1962,16180
IND,100,India,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,20.59,78.96,1962,11943
IND,100,India,2907,Starchy Roots,5142,Food,1000 tonnes,20.59,78.96,1962,4211
IND,100,India,2531,Potatoes and products,5142,Food,1000 tonnes,20.59,78.96,1962,1617
IND,100,India,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,20.59,78.96,1962,2825
IND,100,India,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,20.59,78.96,1962,8585
IND,100,India,2615,Bananas,5142,Food,1000 tonnes,20.59,78.96,1962,1931
IND,100,India,2625,"Fruits, Other",5142,Food,1000 tonnes,20.59,78.96,1962,8621
IND,100,India,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1962,2713
IND,100,India,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1962,2713
IND,100,India,2601,Tomatoes and products,5142,Food,1000 tonnes,20.59,78.96,1962,432
IRN,102,Iran (Islamic Republic of),2918,Vegetables,5142,Food,1000 tonnes,32.43,53.69,1962,1380
IRN,102,Iran (Islamic Republic of),2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,32.43,53.69,1962,2757
IRN,102,Iran (Islamic Republic of),2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,32.43,53.69,1962,951
MEX,138,Mexico,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,23.63,-102.55,1962,1129
MEX,138,Mexico,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.63,-102.55,1962,6194
NGA,159,Nigeria,2907,Starchy Roots,5142,Food,1000 tonnes,9.08,8.68,1962,5762
NGA,159,Nigeria,2907,Starchy Roots,5521,Feed,1000 tonnes,9.08,8.68,1962,3249
NGA,159,Nigeria,2532,Cassava and products,5521,Feed,1000 tonnes,9.08,8.68,1962,2548
NGA,159,Nigeria,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,9.08,8.68,1962,5817
NGA,159,Nigeria,2532,Cassava and products,5142,Food,1000 tonnes,9.08,8.68,1962,4105
NGA,159,Nigeria,2535,Yams,5142,Food,1000 tonnes,9.08,8.68,1962,1225
PAK,165,Pakistan,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1962,5240
PAK,165,Pakistan,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,30.38,69.35,1962,5240
PAK,165,Pakistan,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,30.38,69.35,1962,6214
PAK,165,Pakistan,2511,Wheat and products,5142,Food,1000 tonnes,30.38,69.35,1962,4395
PHL,171,Philippines,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,12.88,121.77,1962,3084
TUR,223,Turkey,2918,Vegetables,5142,Food,1000 tonnes,38.96,35.24,1962,4348
USA,231,United States of America,2514,Maize and products,5521,Feed,1000 tonnes,37.09,-95.71,1962,80191
USA,231,United States of America,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,37.09,-95.71,1962,109130
USA,231,United States of America,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1962,49326
USA,231,United States of America,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,37.09,-95.71,1962,49326
USA,231,United States of America,2918,Vegetables,5142,Food,1000 tonnes,37.09,-95.71,1962,18628
USA,231,United States of America,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,37.09,-95.71,1962,16166
USA,231,United States of America,2943,Meat,5142,Food,1000 tonnes,37.09,-95.71,1962,17181
USA,231,United States of America,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,37.09,-95.71,1962,15082
USA,231,United States of America,2924,Alcoholic Beverages,5142,Food,1000 tonnes,37.09,-95.71,1962,12929
USA,231,United States of America,2511,Wheat and products,5142,Food,1000 tonnes,37.09,-95.71,1962,13314
USA,231,United States of America,2734,Poultry Meat,5142,Food,1000 tonnes,37.09,-95.71,1962,3132
USA,231,United States of America,2656,Beer,5142,Food,1000 tonnes,37.09,-95.71,1962,11418
USA,231,United States of America,2543,"Sweeteners, Other",5142,Food,1000 tonnes,37.09,-95.71,1962,1153
USA,231,United States of America,2605,"Vegetables, Other",5142,Food,1000 tonnes,37.09,-95.71,1962,11839
USA,231,United States of America,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,37.09,-95.71,1962,10090
BGD,16,Bangladesh,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,23.68,90.36,1963,9909
BGD,16,Bangladesh,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,23.68,90.36,1963,9258
BRA,21,Brazil,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,-14.24,-51.93,1963,6920
BRA,21,Brazil,2514,Maize and products,5521,Feed,1000 tonnes,-14.24,-51.93,1963,6905
BRA,21,Brazil,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1963,5175
BRA,21,Brazil,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,-14.24,-51.93,1963,5175
BRA,21,Brazil,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-14.24,-51.93,1963,6211
BRA,21,Brazil,2943,Meat,5142,Food,1000 tonnes,-14.24,-51.93,1963,2159
BRA,21,Brazil,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-14.24,-51.93,1963,7437
BRA,21,Brazil,2924,Alcoholic Beverages,5142,Food,1000 tonnes,-14.24,-51.93,1963,932
BRA,21,Brazil,2656,Beer,5142,Food,1000 tonnes,-14.24,-51.93,1963,717
CHN,41,"China, mainland",2918,Vegetables,5142,Food,1000 tonnes,35.86,104.2,1963,43635
CHN,41,"China, mainland",2605,"Vegetables, Other",5142,Food,1000 tonnes,35.86,104.2,1963,36386
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,35.86,104.2,1963,74029
CHN,41,"China, mainland",2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,35.86,104.2,1963,22079
CHN,41,"China, mainland",2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,35.86,104.2,1963,2604
CHN,41,"China, mainland",2514,Maize and products,5521,Feed,1000 tonnes,35.86,104.2,1963,15570
CHN,41,"China, mainland",2511,Wheat and products,5142,Food,1000 tonnes,35.86,104.2,1963,17499
CHN,41,"China, mainland",2943,Meat,5142,Food,1000 tonnes,35.86,104.2,1963,4243
CHN,41,"China, mainland",2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,35.86,104.2,1963,36802
CHN,41,"China, mainland",2907,Starchy Roots,5521,Feed,1000 tonnes,35.86,104.2,1963,14173
CHN,41,"China, mainland",2924,Alcoholic Beverages,5142,Food,1000 tonnes,35.86,104.2,1963,825
CHN,41,"China, mainland",2531,Potatoes and products,5142,Food,1000 tonnes,35.86,104.2,1963,6899
CHN,41,"China, mainland",2733,Pigmeat,5142,Food,1000 tonnes,35.86,104.2,1963,3269
CHN,41,"China, mainland",2960,"Fish, Seafood",5142,Food,1000 tonnes,35.86,104.2,1963,2942
CHN,41,"China, mainland",2656,Beer,5142,Food,1000 tonnes,35.86,104.2,1963,84
CHN,41,"China, mainland",2625,"Fruits, Other",5142,Food,1000 tonnes,35.86,104.2,1963,2085
CHN,41,"China, mainland",2533,Sweet potatoes,5521,Feed,1000 tonnes,35.86,104.2,1963,12000
CHN,41,"China, mainland",2848,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1963,1608
CHN,41,"China, mainland",2948,Milk - Excluding Butter,5142,Food,1000 tonnes,35.86,104.2,1963,1608
CHN,41,"China, mainland",2601,Tomatoes and products,5142,Food,1000 tonnes,35.86,104.2,1963,3953
CHN,41,"China, mainland",2605,"Vegetables, Other",5521,Feed,1000 tonnes,35.86,104.2,1963,733
CHN,41,"China, mainland",2918,Vegetables,5521,Feed,1000 tonnes,35.86,104.2,1963,733
CHN,41,"China, mainland",2744,Eggs,5142,Food,1000 tonnes,35.86,104.2,1963,1349
CHN,41,"China, mainland",2949,Eggs,5142,Food,1000 tonnes,35.86,104.2,1963,1349
CHN,41,"China, mainland",2617,Apples and products,5142,Food,1000 tonnes,35.86,104.2,1963,158
CHN,41,"China, mainland",2761,Freshwater Fish,5142,Food,1000 tonnes,35.86,104.2,1963,700
CHN,41,"China, mainland",2734,Poultry Meat,5142,Food,1000 tonnes,35.86,104.2,1963,670
CHN,41,"China, mainland",2611,"Oranges, Mandarines",5142,Food,1000 tonnes,35.86,104.2,1963,122
CHN,41,"China, mainland",2602,Onions,5142,Food,1000 tonnes,35.86,104.2,1963,3296
CHN,41,"China, mainland",2532,Cassava and products,5521,Feed,1000 tonnes,35.86,104.2,1963,205
CHN,41,"China, mainland",2961,"Aquatic Products, Other",5142,Food,1000 tonnes,35.86,104.2,1963,300
CHN,41,"China, mainland",2767,"Molluscs, Other",5142,Food,1000 tonnes,35.86,104.2,1963,268
CHN,41,"China, mainland",2775,Aquatic Plants,5142,Food,1000 tonnes,35.86,104.2,1963,300
EGY,59,Egypt,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,26.82,30.8,1963,5040
EGY,59,Egypt,2918,Vegetables,5142,Food,1000 tonnes,26.82,30.8,1963,3830
ESP,203,Spain,2905,Cereals - Excluding Beer,5521,Feed,1000 tonnes,40.46,-3.75,1963,4674
IDN,101,Indonesia,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,-0.79,113.92,1963,10316
IDN,101,Indonesia,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,-0.79,113.92,1963,7792
IDN,101,Indonesia,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,-0.79,113.92,1963,2203
IND,100,India,2905,Cereals - Excluding Beer,5142,Food,1000 tonnes,20.59,78.96,1963,66208
IND,100,India,2848,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1963,17150
IND,100,India,2948,Milk - Excluding Butter,5142,Food,1000 tonnes,20.59,78.96,1963,17150
IND,100,India,2918,Vegetables,5142,Food,1000 tonnes,20.59,78.96,1963,18395
IND,100,India,2511,Wheat and products,5142,Food,1000 tonnes,20.59,78.96,1963,13368
IND,100,India,2805,Rice (Milled Equivalent),5142,Food,1000 tonnes,20.59,78.96,1963,31833
IND,100,India,2605,"Vegetables, Other",5142,Food,1000 tonnes,20.59,78.96,1963,16852
IND,100,India,2919,Fruits - Excluding Wine,5142,Food,1000 tonnes,20.59,78.96,1963,12173
IND,100,India,2907,Starchy Roots,5142,Food,1000 tonnes,20.59,78.96,1963,4671
IND,100,India,2531,Potatoes and products,5142,Food,1000 tonnes,20.59,78.96,1963,2221
IND,100,India,2542,Sugar (Raw Equivalent),5142,Food,1000 tonnes,20.59,78.96,1963,2771
IND,100,India,2909,Sugar & Sweeteners,5142,Food,1000 tonnes,20.59,78.96,1963,8719
IND,100,India,2615,Bananas,5142,Food,1000 tonnes,20.59,78.96,1963,2068
IND,100,India,2625,"Fruits, Other",5142,Food,1000 tonnes,20.59,78.96,1963,8642
IND,100,India,2848,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1963,2692
IND,100,India,2948,Milk - Excluding Butter,5521,Feed,1000 tonnes,20.59,78.96,1963,2692
IND,100,India,2601,Tomatoes and products,5142,Food,1000 tonnes,20.59,78.96,1963,446
IRN,102,Iran (Islamic Republic of),2918,Vegetables,5142,Food,1000 tonnes,32.43,53.69,1963,1502
